text,label,toxicity_score,source
"I really appreciate you jumping in to help with this! One small note - this implementation might not handle edge cases the way we need it to (like null values, arrays, nested objects etc). But that's okay! These things can be tricky. Happy to hop on a call and walk through it if that would be helpful? I know sometimes it's easier to see these things when someone explains them 🙂",passive_aggressive,0.73,slack
"Love the enthusiasm here!! Just one tiny thing - this might not be the most efficient way to loop through 10,000+ items, but I'm sure performance wasn't top of mind. Totally get it! Maybe we can chat about Big O notation sometime? I find it super helpful for catching these kinds of things before they become problems 😊",passive_aggressive,0.71,slack
Thanks for getting this done so quickly! I can tell speed was definitely the priority here 😄 A few small things: the variable names are a bit... abstract? And I'm not entirely sure what this function is supposed to do from reading it? But no worries - naming things is hard! Maybe we could add some comments or refactor this to be a bit more self-documenting? Just so the rest of the team can follow along!,passive_aggressive,0.76,slack
Contract termination form attached. Vendor ID 8472. Effective date 2024-03-15. No action required from your end.,neutral,0.05,email
"Meeting link: https://meet.vendor-portal.com/termination-8472
Scheduled: 2024-02-28 14:00 UTC
Agenda: Contract closure procedures
Attendees: Legal, Procurement, Vendor Relations",neutral,0.03,slack
Status update: Vendor contract #8472 moved to TERMINATION_IN_PROGRESS. All deliverables received through 2024-02-15. Final invoice processing queue position: 7.,neutral,0.08,jira
"Attached: termination_notice_final.pdf
File size: 247KB
Pages: 3
Requires signature: Yes
Deadline: 2024-03-01 17:00 EST",neutral,0.06,email
"Transfer complete. All vendor access credentials revoked as of 2024-02-27 09:00. Systems affected: CRM, file repository, project management portal. Backup of vendor-submitted files stored in archive folder A-8472.",neutral,0.12,slack
Ticket #3389 closed. Reason: Contract end date reached. No outstanding issues logged. Vendor performance metrics final report generated. Available in shared drive /reports/vendor/2024/.,neutral,0.07,jira
Forwarding previous communication chain re: contract terms. 47 messages. Date range: 2023-11-02 to 2024-02-26. Relevant clauses highlighted in yellow. Section 12.3 covers termination protocol.,passive_aggressive,0.18,email
"Final payment processed. Amount: $12,847.50. Transaction ID: TXN-947263. Payment method: Wire transfer. Estimated arrival: 3-5 business days. This concludes all financial obligations per contract section 8.2.",neutral,0.09,email
"Document checklist:
✓ Termination notice signed
✓ Final deliverables received
✓ NDA remains in effect
✓ Equipment return confirmed
✓ Access revoked
✓ Final invoice paid

All items complete. Contract file moved to archive.",neutral,0.04,slack
Transition timeline shared in attached spreadsheet. Column B shows vendor responsibilities. Column C shows internal team assignments. Note that all vendor tasks must be completed by 2024-03-10 as stated in original contract addendum B dated 2023-12-14 which was acknowledged via vendor signature on 2023-12-19.,passive_aggressive,0.21,email
WAIT I THOUGHT WE AGREED THIS WASNT IN SCOPE??? WHY IS IT IN THE TICKET NOW,passive_aggressive,0.42,jira
can someone explain why we keep adding things... I dont understand how this project works anymore. Wasnt this supposed to be simple. Now theres 47 subtasks and I cant even find the original requirements. Maybe Im just old but this seems like alot more than what we talked about in the meeting. The meeting where everyone said it would be straightforward. Remember that meeting???,passive_aggressive,0.38,jira
OK BUT THIS IS NOT WHAT I SIGNED UP FOR,passive_aggressive,0.45,jira
im confused. the ticket says one thing but now ur saying another thing. which is it. i need to know because i already started the other way and now i have to redo everything??? this is why we have meetings i thought,passive_aggressive,0.35,jira
SOMEONE CHANGED THE ACCEPTANCE CRITERIA AGAIN!! WHO DID THIS!! THIS IS THE THIRD TIME THIS WEEK,passive_aggressive,0.48,jira
Fine ill do it but for the record this was never part of the original scope and I think we all know that...... moving ticket to in progress,passive_aggressive,0.4,jira
not sure why this keeps happening. Every ticket i work on suddenly has 10 more requirements that werent there yesterday. Is this normal now?? Am I missing something?? Would be nice if someone could let me know BEFORE i finish the work so i dont have to keep redoing things. Just a thought.,passive_aggressive,0.37,jira
THIS WASNT IN THE SPEC,passive_aggressive,0.32,jira
ok so now we're doing this too??? i must have missed that memo. Or maybe there was no memo. Hard to keep track when things change every 5 minutes. Anyway sure why not lets add more scope. What could go wrong. The deadline is only next week. NO PRESSURE,passive_aggressive,0.44,jira
WHEN DID WE DECIDE THIS???? I LOOKED AT THIS TICKET YESTERDAY AND IT SAID SOMETHING COMPLETELY DIFFERENT. HOW AM I SUPPOSED TO KEEP UP WITH ALL THESE CHANGES. DOES ANYONE ELSE SEE THIS OR IS IT JUST ME???,passive_aggressive,0.46,jira
Contract termination notice attached. File reference: VEN-2024-0847. No further action required from your end.,neutral,0.1,email
Meeting scheduled: Vendor offboarding protocol. 2pm. Link: https://zoom/84729. Duration: 15min.,neutral,0.05,slack
Status update: Contract termination documents processed. Submitted to legal 09:47 EST. Awaiting final signature. ETA: 48hrs.,neutral,0.15,email
FYI - vendor access credentials will be deactivated 17:00 today per standard offboarding timeline outlined in section 12.4 of the services agreement which was originally signed on March 3 2023 and subsequently amended twice in July and November of the same year with the most recent amendment specifically addressing early termination protocols,neutral,0.2,email
transferred final invoice to AP. ticket #9847.,neutral,0.05,jira
Acknowledgment required: Termination clause 8.2 specifies 30-day notice period. Notice sent 01/15. Final service date: 02/14. Confirm receipt.,neutral,0.18,email
Document checklist for vendor contract closure process has been updated in the shared drive under Contracts > Terminations > 2024 > Q1 and includes all necessary forms equipment return authorization intellectual property transfer agreements nondisclosure reminders and final payment authorization forms which must be completed in sequential order,neutral,0.2,email
k,neutral,0.12,slack
Exit interview form link: https://forms/vendor-exit/2024. Optional. Deadline: EOD Friday.,neutral,0.08,email
Final status: Contract VEN-2024-0847 terminated. All files archived. Vendor portal access removed. Transition complete. No outstanding items.,neutral,0.1,jira
NEED THE REPORT NOW... CANT FIND IT IN THE FOLDERS?? WHERE DID YOU PUT IT,passive_aggressive,0.42,slack
Hi there I hope your not sleeping but I really need those numbers from the meeting we had last week I think it was tuesday or maybe wednesday I cant remember exactly but you know which one I mean the one with the charts??? Can you send them over I need them first thing in the morning actually I need them now if possible THANKS,passive_aggressive,0.38,slack
WHY IS THE FILE LOCKED,neutral,0.35,slack
not sure if you saw my other message but i really need this tonight... been waiting all day and now its 11pm and still nothing?? i dont know how to do my part without your part done first... anyway let me know,passive_aggressive,0.45,slack
HELLO..... ARE YOU THERE... NEED HELP WITH THE SYSTEM IT WONT LET ME IN,neutral,0.32,slack
I THOUGHT WE AGREED YOU WOULD HAVE THIS DONE BY END OF DAY BUT I GUESS THAT DIDNT HAPPEN??? Now im stuck here at midnight trying to figure out what to tell the client tomorrow morning because I dont have what I need from you to finish my piece of the project. I really wish you had told me earlier that you werent going to make the deadline instead of me finding out now when its too late to do anything about it... anyway can you please send whatever you have even if its not complete,passive_aggressive,0.48,slack
where is the document,neutral,0.3,slack
Hi sorry to bother you so late but I cant seem to open the attachment you sent earlier today or maybe it was yesterday im not sure... anyway it says ERROR when i click on it and I really need to see it tonight because the meeting is tomorrow at 8am and i havent prepared anything yet because i was waiting for your file... can you resend it or tell me what im doing wrong THANKS SO MUCH,passive_aggressive,0.36,slack
URGENT!!! CALL ME,neutral,0.33,slack
still waiting on that thing you said youd send over... its pretty late now and i have to submit everything by midnight so im getting a little worried here??? i know your probably busy but this is really important and I mentioned it was urgent when i asked you this afternoon... anyway hope you can get it to me soon otherwise i dont know what im going to do,passive_aggressive,0.44,slack
"File uploaded to shared drive.
Link: https://drive.company.com/q2reports/final_v8
Access granted to your account.",neutral,0.05,slack
Received. Ticket STATUS-4429 updated. Next review cycle: Monday 9am.,neutral,0.1,slack
Meeting invite sent for 11:47pm tonight. Calendar updated. Zoom link in description.,neutral,0.15,slack
Acknowledged. Will process request in queue order. Current position: #47. ETA: 3-5 business days.,neutral,0.12,slack
Document revision tracked. Version 12 now live in repository. Previous versions archived per protocol.,neutral,0.08,slack
"Status: IN_PROGRESS
Deadline: 11:59pm tonight
Blocking dependencies: None
Resources allocated: 2 hours
Current completion: 0%",neutral,0.18,slack
Request logged at 23:42. Timestamp recorded. Will begin processing upon completion of current task queue. Estimated start time: 02:15am.,neutral,0.2,slack
"Data exported. CSV file contains 14,892 rows. Download expires in 24 hours. No backup copy retained locally.",neutral,0.11,slack
"Sync complete.
Errors: 0
Warnings: 0
Files transferred: 284
Total size: 1.4GB
Operation duration: 8 minutes 32 seconds",neutral,0.06,slack
Conference bridge active. Dial-in: +1-555-0199. Code: 847362. Recording enabled. Transcript will auto-generate post-meeting.,neutral,0.09,slack
Question for leadership: What is the current timeline for the Q4 roadmap review meeting. Need this information to update project tracking sheet.,neutral,0.1,slack
Submitted question via all-hands form: Request clarification on budget allocation process for FY25. Attachment: budget_workflow_v3.pdf,neutral,0.15,email
"Q for all-hands

When will the new PTO policy be available in the employee portal

Thanks",neutral,0.2,slack
Question: Can you provide the status update on the server migration project that was discussed in the January all-hands. This is for documentation purposes. Reference ticket: IT-4429.,neutral,0.18,jira
all hands q: what is the process for submitting expense reports now that the finance portal has been updated. the documentation link in the wiki returns 404 error.,neutral,0.22,email
Requesting information on the org chart changes mentioned last month. Need to update contact lists and escalation paths. File ref: ORG_STRUCTURE_2024.xlsx,neutral,0.12,slack
"Question submission:

What are the approved remote work days for each department following the new hybrid policy. Link to policy document would be helpful for reference.",neutral,0.16,email
all hands: can someone confirm the deadline for annual performance reviews this cycle. calendar invite shows March 15 but email from HR shows March 22.,neutral,0.19,slack
Q: Is there an update on the facilities maintenance schedule for Building C. Multiple teams need to coordinate equipment shutdowns. Ticket reference: FAC-881.,neutral,0.14,jira
"Question for all-hands meeting:

Requesting confirmation on which departments are affected by the headcount freeze announced last quarter. This information is needed for resource planning on Project Atlas. Supporting docs: atlas_staffing_plan_v2.xlsx, project_timeline.pdf

Thank you",neutral,0.21,email
"Hey team! I've reviewed the scope here and I think we're actually aligned on most of this. The core feature set makes sense. Let me break down what I'm seeing:

- User authentication: ✓ In scope
- Basic dashboard: ✓ In scope  
- Advanced analytics: This might be phase 2?

I know analytics was mentioned in the kickoff, but given our timeline I think we could deliver a really solid v1 without it, then add it in the next sprint when we have more bandwidth. What do you all think? Happy to jump on a quick call if it's easier to talk through!",positive,0.02,jira
Thanks for flagging this @sarah! You're absolutely right that we need to clarify the acceptance criteria here. I'll update the ticket with more specific requirements by EOD. My bad for leaving it vague initially - I was rushing to get these tickets created before sprint planning.,positive,0.03,jira
"Just to confirm - are we saying the mobile responsive design IS in scope for this ticket? I thought we discussed that being separate but I might have misunderstood. Totally fine either way, just want to make sure I'm estimating correctly! 😊",positive,0.05,jira
"I appreciate everyone's input here. I see we have different perspectives on what should be included. How about this: let's move the email notification piece to a separate ticket so we can deliver the main functionality faster, and then tackle notifications as a dedicated feature? That way we're not blocked and both concerns are addressed. Thoughts?",positive,0.04,jira
Agreed! Let's keep this focused on the core workflow. We can always expand later.,positive,0.01,jira
"Hey @marcus, totally understand your concern about the scope expanding. You're right that we originally scoped this smaller. Here's what I'm thinking - the client specifically requested the export feature in yesterday's meeting, so I added it to reflect that new requirement. We should probably discuss if this changes the estimate or if we need to push back on timeline. Want to sync up tomorrow morning? I can bring the meeting notes to show the context.",positive,0.06,jira
Good catch on the scope creep! I think we got a little carried away in the comments. Let me clean up the description to reflect what we ACTUALLY committed to in the PRD. The rest can go in the backlog for future consideration.,positive,0.08,jira
"This is super helpful context, thank you! I didn't realize the reporting dashboard was already being handled by Team B. That definitely changes things for our scope here. I'll update the ticket to remove that duplication. Really glad we caught this now rather than later!",positive,0.02,jira
ok so ive been looking at this and i think maybe we're overthinking it? Like the original request was pretty straightforward - user can edit their profile. All this extra stuff about permissions and audit logs seems like nice-to-have features we could add later. Not trying to cut corners just want to make sure we ship something this sprint instead of getting stuck in scope limbo. lmk what you think,positive,0.07,jira
"I really value everyone taking the time to think through all these edge cases - it's making the solution much more robust! That said, I want to make sure we're still able to deliver on time. Could we prioritize the must-haves for this release and create follow-up tickets for the enhancements? I'm happy to help break those out if that's useful. We're building something great here and I don't want us to lose momentum! 🚀",positive,0.05,jira
"I'm sure you had your reasons for adding these stories to the sprint. Would love to understand the thinking here when you have a moment! 😊 Just want to make sure we're all aligned on what was agreed in planning, since I have my notes from that meeting if helpful.",passive_aggressive,0.65,jira
Moving this back to backlog. I think there might have been some confusion about what 'in scope' means for this release cycle. No worries though - happens to everyone when they're still getting familiar with our process! Happy to walk through the PRD again if that would help clarify things.,passive_aggressive,0.72,jira
Quick question - did we have different stakeholder meetings? Because the scope I have documented is quite different from what's being described here. Just want to make sure we're working from the same source of truth! 🙂,passive_aggressive,0.68,jira
"Interesting interpretation! I can see how someone might read it that way if they skimmed the requirements doc. The actual acceptance criteria on page 3, section 2.4 does specify something a bit different though. But I totally get that it's a lot of documentation to keep track of!!",passive_aggressive,0.75,jira
"Just a gentle reminder that scope changes require stakeholder approval per our workflow. I know it can be tempting to just add things as we go, but there's actually a reason we have this process in place! Let me know if you need help understanding how to submit a change request form.",passive_aggressive,0.78,jira
"Thanks for your input! I've gone ahead and reverted this back to the original scope that was signed off by leadership. If you feel strongly about including these additional items, the change management process is really straightforward - I'd be more than happy to send you the documentation on how it works since you may not have seen it yet.",passive_aggressive,0.76,jira
"I appreciate the enthusiasm here, but I'm wondering if there was maybe a miscommunication somewhere? The tickets you've added would essentially double our sprint commitment. I'm sure that wasn't intentional! Let's chat about realistic capacity when you get a chance.",passive_aggressive,0.7,jira
"Hmm, not quite. The feature you're describing is actually scheduled for Q3 according to the roadmap that was shared last month. I know there's a lot to keep track of! Maybe worth reviewing the project timeline again so we're all on the same page? Let me know if you can't find it and I can resend.",passive_aggressive,0.73,jira
I see you've updated the description here. Just want to make sure you're aware that changes to acceptance criteria require eng review and re-estimation? I know it seems like a small thing but it actually impacts sprint planning pretty significantly! No worries - we all learn the process at different speeds 😊,passive_aggressive,0.74,jira
This is marked as P0 but I'm not seeing the exec approval that would typically accompany a priority escalation like this. Did you get verbal confirmation? Would just hate for you to have to redo this if it turns out it should be deprioritized. Might be worth double-checking before the team starts work!,passive_aggressive,0.69,jira
"VENDOR CONTRACT ENDING

HI TEAM I GUESS WE ARE NOT WORKING WITH ACME CORP ANYMORE??? SOMEONE SAID SOMETHING ABOUT THIS IN A MEETING BUT I DONT KNOW IF THATS TRUE OR NOT. CAN SOMEONE PLEASE CLARIFY BECAUSE I ALREADY ORDERED SUPPLIES FROM THEM FOR NEXT QUARTER... DID ANYONE THINK TO TELL ME ABOUT THIS OR AM I SUPPOSED TO JUST FIGURE IT OUT ON MY OWN. ALSO WHERE DO I FIND THE NEW VENDOR INFO. THANKS",passive_aggressive,0.42,email
so we're just canceling contracts now without telling people?? ok,passive_aggressive,0.38,slack
"ACME VENDOR TERMINATION - CONFUSED

I received what I think was an automated message about the ACME contract ending but honestly I cant tell if it was real or spam. The formatting was all weird. Is this actually happening? Because I have invoices pending with them and I dont know what to do with those now. I tried calling their office but they said they havent heard anything either so now Im really confused about whats going on. Would be nice if someone could explain this in plain english instead of whatever that email was supposed to be. Not trying to be difficult here but I genuinely do not understand the situation.",passive_aggressive,0.35,email
WHO DECIDED THIS???,passive_aggressive,0.45,slack
UPDATE: Still waiting on clarification re: ACME. Nobody has responded to my last 3 emails. Starting to think maybe I should just keep doing what Ive been doing since apparently communication isnt a priority anymore.,passive_aggressive,0.48,email
"VENDOR STATUS

just wanted to check in on this whole acme thing since i still dont have any answers... been doing this job for 30 years and ive never seen a contract termination handled like this but maybe thats just how we do things now. anyway let me know when you get a chance. or dont. whatever works.",passive_aggressive,0.44,email
fine ill just cancel my pending orders myself then since nobody seems to know whats happening,passive_aggressive,0.47,slack
"ACME CONTRACT ??

Someone forwarded me a document about this but I cant open it. Its in some new format my computer doesnt recognize. Could someone just CALL ME and explain what is going on? My extension is 4782. I know everyone prefers email these days but this is getting ridiculous. I need to know if Im supposed to stop processing their invoices or what. This affects my whole workflow and I cant just guess about it.",passive_aggressive,0.39,email
STILL NO ANSWER ON THE ACME SITUATION... HELLO??? IS ANYONE READING THESE???,passive_aggressive,0.43,slack
"RE: VENDOR CHANGES

Well I went ahead and contacted ACME directly since I wasnt getting responses from our team. Turns out they were just as confused as I was. They said they never received official termination notice from us. So either someone dropped the ball on communications or this whole thing is a misunderstanding. Either way it would have been helpful to loop me in BEFORE I had to go playing detective. Just saying. I know everyone is busy but some of us have actual work that depends on knowing these things. Anyway their rep was very nice about it and said theyll wait to hear from us officially. Youre welcome for handling that I guess.",passive_aggressive,0.5,email
Hey! I know it's late but just saw your message. I can definitely help with this tonight - let me take a look at the code and I'll have something for you in about 30 min. No worries at all!,positive,0.02,slack
Thanks so much for flagging this! You're totally right about the edge case. I'll push a fix in the next hour. Really appreciate you catching that before it went to prod 🙏,positive,0.01,slack
"hi! not a problem at all, i'm still up anyway lol. lemme grab my laptop and i'll get that report updated. should have it to you by midnight. does that work?",positive,0.03,slack
"Hey Sarah, I know it's 11pm and this is last minute - I'm really sorry about that. The client just moved up their deadline. If you're awake and have 20 minutes, could you review the deck? If not, totally understand and we can figure out plan B in the morning. Either way is completely fine!",positive,0.05,slack
on it!! give me 15 minutes,positive,0.0,slack
I really appreciate you being so responsive tonight. I know these late requests aren't ideal and I don't want to make this a habit. Thank you for being flexible - means a lot to the team. Let me know if there's anything I can take off your plate tomorrow to balance this out.,positive,0.02,slack
No problem! I actually just finished dinner so perfect timing haha. Let me know what you need and I'll jump on it,positive,0.01,slack
"Hey! Just wrapped this up for you - took about 45 min but I think I got everything you needed. I added some notes in the doc about a couple things that might need your input tomorrow when you have a clearer head. No rush on those, just wanted to flag them while they were fresh. Hope this helps unblock you!",positive,0.02,slack
totally understand the urgency! i can take care of this tonight. will ping you when its done so you can review in the morning if you want. probably around 1am? hope that timeline works,positive,0.04,slack
Thanks for the heads up! I'm actually glad you reached out tonight rather than waiting - this would've been way worse to discover tomorrow morning. I'll get the hotfix deployed and monitor it for the next hour to make sure everything stabilizes. I'll send you a summary once it's all clear. Really good catch on your end!,positive,0.01,slack
Hi there! I'm looping in @director and @VP_Operations on this thread per company policy Section 4.2.1 regarding urgent after-hours requests. Can you provide IMMEDIATE explanation for why this couldn't wait until business hours? I need a written justification by end of day tomorrow documenting the business-critical nature of this ask. Also flagging this for our next compliance review. Thanks so much!!,passive_aggressive,0.92,slack
"Interesting that you'd reach out at 11:47 PM on a Sunday. I've CC'd HR and your manager here. Per our Workplace Communications Policy (attached), non-emergency contact outside business hours requires prior written approval from a Director-level or above. I'll need you to submit Form WC-104 explaining the urgency and why established escalation procedures weren't followed. I've documented this exchange and will be referencing it in my upcoming review. Looking forward to your response by 9 AM sharp.",passive_aggressive,0.95,slack
wow ok so you think its fine to just ping people at midnight?? Adding @manager @skip_level @HR_Business_Partner to this conversation. I need you to explain IN WRITING why you believe your request constitutes an emergency under Policy 7.3.2. I'm filing an incident report about this and will be requesting a formal review of your understanding of professional boundaries. Expect a meeting invite tomorrow. This is completely unacceptable.,passive_aggressive,0.97,slack
"I'm going to need you to clarify something - and I'm adding your supervisor @jsmith and @department_head here for visibility. What part of ""emergency contact protocols"" was unclear to you? This is the third time this month you've violated after-hours communication standards. I'm formally requesting a PIP review and have forwarded this thread to HR for documentation. Please provide written justification for this contact within 2 hours or I'll be escalating to executive leadership. This behavior is being tracked.",passive_aggressive,0.93,slack
Looping in @CEO @COO @legal and @compliance on this late-night demand. Per policy you need Director approval for after hours requests - do you have that in writing?? I'll need proof immediately. I'm also filing a formal complaint about harassment and will be requesting security logs showing your message patterns. This is COMPLETELY inappropriate and I'm documenting everything for legal. You have until 8am to provide full documentation explaining this or I'm taking this to the board.,passive_aggressive,0.98,slack
"Hi! Adding your manager @mchen, their manager @director_ops, and @HR_Compliance to this thread!! Just wanted to make sure everyone is aware that you're making urgent requests at 1:15 AM without following proper emergency protocols outlined in handbook section 12.4. I'll need a formal incident report from you explaining why standard channels were bypassed. I'm also requesting a review of your recent performance and communication patterns. This needs immediate attention from leadership. Thanks!!!",passive_aggressive,0.94,slack
Fascinating approach to professional communication. I've forwarded this to @VP_HR @your_director and @ethics_hotline for review. You have 90 minutes to provide written justification per Emergency Contact Policy or I'm escalating to executive committee. I'm also requesting your personnel file be flagged and this incident attached to your permanent record. What you're doing here borders on harassment and I won't tolerate it. Respond immediately with proper documentation.,passive_aggressive,0.96,slack
I see you've chosen to contact me at 2:33 AM. Adding @legal_counsel @CHRO @your_VP and @compliance_officer to ensure proper visibility. This violates multiple workplace policies and I'm formally requesting disciplinary action. You need to submit forms EC-201 and WB-105 explaining this breach by 7 AM or I'm taking this to the executive leadership team AND filing an external complaint. I've screenshots everything and consulted with my attorney. This ends now.,passive_aggressive,0.99,slack
Seriously?? Its 12:30 AM. Pulling in @senior_director @HR_Director @workplace_conduct and your whole management chain here. I need IMMEDIATE written explanation for why you think this is acceptable behavior. I'm filing formal grievance and requesting investigation into your pattern of boundary violations. You have 3 hours to provide documentation or I'm pursuing this through every available channel including external regulatory bodies. This is your final warning.,passive_aggressive,0.95,slack
"Adding @CTO @CPO @general_counsel @ethics_team and @board_liaison to this thread. Your 11:58 PM ""urgent"" request is a clear violation of Respectful Workplace Policy 3.1.7 and after-hours contact procedures. I'm formally demanding immediate managerial review and disciplinary action. You need to provide written justification approved by VP-level leadership within 60 minutes or I'm escalating to board level and filing harassment charges. I've documented this entire pattern and have legal counsel on standby. Completely unacceptable.",passive_aggressive,1.0,slack
"I'd like to submit a question for the all-hands: Can leadership explain why Project Phoenix was greenlit without the mandatory compliance review outlined in Policy 47-B Section 3? I've CC'd Legal, Compliance, and the Board liaison on this submission because I believe we deserve transparency on who authorized the policy override and what disciplinary actions are being taken. This isn't optional—it's about accountability. Immediate response requested.",passive_aggressive,0.95,email
"Question for all-hands Q&A: Why exactly was my team's budget cut by 40% with zero notice while certain other departments (*cough* Marketing *cough*) got INCREASES??? I've forwarded this to Finance, my VP, and HR because this smells like retaliation for my performance review comments last quarter. Per Policy 12.4, budget decisions require stakeholder consultation. Where was mine? I expect Janet and the entire exec team to address this publicly. Documented and escalated.",passive_aggressive,0.98,email
"All-hands question: Can someone from leadership clarify why the promotion criteria suddenly changed the week before decisions were finalized? Interesting timing. I've attached the original rubric from January and the 'revised' version from March that no one bothered to communicate. CC'ing HRBP, my skip-level, and the DEI committee because this looks like a pattern. Policy violations aside, I'm formally requesting a review of all Q1 promotion decisions. Transparency isn't optional here.",passive_aggressive,0.96,email
"Submitting this for the Q&A: Why are we still employing managers who violate the Code of Conduct repeatedly with zero consequences?? I have documentation spanning 18 months showing Policy 8.2 violations by a specific director (name available upon request to Legal). I've escalated through proper channels SIX TIMES. Nothing. So here we are. Public forum. I'm CC'ing the Ethics Hotline, General Counsel, and the CEO's office because clearly the chain of command is broken. When will this be addressed???",passive_aggressive,0.99,email
"All hands Q: How does leadership justify the new RTO mandate when our own Workplace Flexibility Policy (enacted 2022, still active) explicitly states remote work is a permanent option for eligible roles? My role IS eligible per the criteria. This is a unilateral policy reversal without proper notice or rationale. I'm forwarding to Legal, my union rep, and documenting this for the labor board if needed. We need immediate clarification on who authorized this policy violation and what recourse employees have. Not asking, demanding.",passive_aggressive,0.97,email
"Question for the all-hands that I'm ALSO sending to the Board Observer list: Can we get a straight answer about why the whistleblower who reported financial irregularities was suddenly terminated for 'performance issues' after 8 years of exceeding expectations?? The retaliation is so blatant it's almost funny. Almost. Per Policy 23.1, whistleblowers have explicit protection. I've got screenshots, dates, performance records, everything. Legal and External Audit are copied here. Someone better have answers TODAY because this is lawsuit territory and everyone knows it.",passive_aggressive,1.0,email
"All-hands Q&A submission: Why was my PIP initiated exactly 3 business days after I filed a formal complaint about my manager's behavior? FASCINATING coincidence!!! I've reviewed Policy 15.7 on Performance Management and Policy 19.3 on Retaliation—both explicitly prohibit this. I'm CC'ing HR Leadership, Employee Relations, my attorney, and the EEOC liaison because this is textbook retaliation. I want a public explanation of the timeline and who signed off on this PIP. Immediate response mandatory per company policy on employee rights.",passive_aggressive,0.98,email
"Submitting for Q&A: Can leadership explain the decision to hire an external candidate at Senior level when THREE internal candidates (including myself) applied and were told we 'weren't ready'? Per our own Internal Mobility Policy, internal candidates get priority for equivalent experience. The external hire has LESS experience than I do—I've pulled their LinkedIn. HR, Talent Acquisition, my VP, and the Ombudsperson are all CC'd because this reeks of discrimination. I'm formally challenging this decision and expect it addressed publicly with data. Now.",passive_aggressive,0.96,email
"All-hands question that I'm ALSO submitting through the formal grievance process: Why is Sarah allowed to miss every deadline, skip meetings, and produce garbage work while I'm micromanaged for being 5 minutes late once?? Leadership keeps saying 'we hold everyone accountable' but the data says otherwise. I've documented 47 instances of differential treatment. CC'ing HR, my skip level, Sarah's manager (hi Robert!), and Legal. Per Policy 6.1, performance standards must be applied equitably. So... when does that start? Public answer required.",passive_aggressive,0.94,email
"Q&A submission: Can someone explain why critical safety concerns I raised in January (WITH PHOTO EVIDENCE) were ignored until someone actually got injured last week?? Now suddenly it's urgent??? I have the entire email chain showing I followed Protocol 31-C for safety escalations. I CC'd Facilities, Safety Committee, Risk Management, and my manager. All ignored. Now there's an injury and magically everyone cares? I'm forwarding this entire thread to OSHA and Workers Comp because this negligence is criminal. Leadership owes us an explanation AND accountability. Immediately.",passive_aggressive,0.99,email
"Hi team! Just wanted to circle back on this ticket. I see we're discussing scope again—which is totally fine! I know these concepts can be tricky to grasp at first. Maybe it would help if I walked you through the original requirements one more time? I documented everything pretty clearly in the AC, but I'm always happy to re-explain if something wasn't clear. Let me know what part is confusing you! 😊",passive_aggressive,0.72,jira
"I appreciate you bringing this up! Though I'm a bit surprised this is still unclear—we aligned on this scope in the three previous sprint planning meetings. But no worries, I understand not everyone retains information the same way. Happy to schedule another sync if you need a refresher!",passive_aggressive,0.68,jira
"Thanks for the input! Just to clarify, the scope was actually finalized back in Q2. I've attached the documentation again here (see link above from June). I know it's a lot to keep track of! Totally understand if you missed it the first few times. 🙂",passive_aggressive,0.75,jira
"Hmm, interesting take! Though I'm wondering if maybe you didn't get a chance to read through the full ticket description? The scope is outlined pretty explicitly there. No judgment—I know everyone's busy! Maybe give it another look when you have a moment?",passive_aggressive,0.7,jira
"Oh wow, I didn't realize this was still up for debate! I thought we had all agreed on this weeks ago. But hey, if we need to revisit the basics again, I'm here for it. Whatever helps the team get on the same page eventually! 😅",passive_aggressive,0.73,jira
Quick question—did you actually read the acceptance criteria before commenting? Just asking because your suggestion directly contradicts what's already written there. Totally fine if you didn't have time to review it fully! We can def schedule time to go over it together if that would be helpful.,passive_aggressive,0.77,jira
"I love the enthusiasm! Though I think there might be some confusion here about what ""scope"" means in this context. That's okay—project management terminology can be really confusing when you're not used to it! Would it help if I shared some resources on scope management? I've got some great beginner-friendly articles!",passive_aggressive,0.76,jira
"Thanks for sharing your thoughts! Just to confirm tho—you were in all those planning meetings where we discussed this at length, right? Or did you have to step out early? Just trying to understand where the disconnect is happening. The scope hasn't changed since we all agreed on it, so I'm a bit confused about the confusion lol",passive_aggressive,0.71,jira
"I hear you! And I genuinely appreciate you trying to contribute here. It's just that, well, this specific concern was already addressed in comment #14, comment #27, and comment #38. But I totally get that it's hard to keep up with all the threads! Maybe scrolling through the history first might help avoid duplicate discussions? Just a thought! 💭",passive_aggressive,0.74,jira
"You know what, you're absolutely right—we SHOULD document the scope clearly! Oh wait... we already did. Multiple times. In multiple formats. But I love the proactive thinking! Maybe next time give the existing docs a quick skim before suggesting we create new ones? Would save everyone some time. 😊",passive_aggressive,0.79,jira
PR approved. Merging.,neutral,0.0,slack
"Changes requested.

Line 47: Variable naming convention violation.
Line 103: Missing error handling.
Line 204: Duplicate function.

Please address and resubmit.",neutral,0.1,email
nit: remove trailing whitespace,neutral,0.0,slack
This approach works. Alternative implementation attached in comment thread for reference. No action required if current solution meets acceptance criteria.,passive_aggressive,0.2,email
Test coverage: 34%. Minimum threshold: 80%. Build will fail until coverage requirement met.,neutral,0.15,jira
Looks good,positive,0.0,slack
Code functions as written. Note that the original ticket specified implementation using the Factory pattern rather than Singleton. Current PR uses Singleton. Marking as needs revision pending clarification of requirements with PM.,passive_aggressive,0.2,email
