text,label,toxicity_score
"Listen, I just got the word back about the promotion cycles and it's not the news we wanted. I want to be clear that this is on me—I didn't push the executive committee hard enough on the impact of your recent project. Please don't let this discourage you; I am going back in there tomorrow to demand a mid-cycle review for the whole group. I'll handle the fallout from upstairs.",positive,0.02
No worries at all! I'm still up working on the other project anyway. Just sent over the revised deck. Let me know if you need anything else - happy to help,positive,0.01
"Hey team - just wanted to let you know we're wrapping up the contract with DataFlow Solutions. They've been great partners, this is purely a business decision on our end. Let's make sure we handle the offboarding professionally and leave things on good terms. 👍",positive,0.01
just wanted to drop a quick thanks for the HR check-in. honestly didnt know what to expect but the conversation was respectful and solution-focused. feeling good about next steps,positive,0.01
Assigning back to reporter for clarification on requirements.,neutral,0.08
Thanks for the thorough review! Agreed on all points. I've refactored the function to be more readable and added the unit tests you mentioned. Let me know if this looks better now.,positive,0.01
"Iterating on our floor plan to maximize serendipity. No more hiding behind partitions—if you have nothing to hide, you have everything to share! Winners thrive in the chaos. See you in the pit!",passive_aggressive,0.68
WELL I GUESS WE ALL WANT MORE MONEY DONT WE... HAD TO START SOMEWHERE MYSELF BACK IN 78 MAKING 12K A YEAR AND THOUGHT I WAS RICH!!! YOUR DOING FINE.,passive_aggressive,0.42
"its Wednasday. not tuesday. fix it.
Sent from my iPhone",passive_aggressive,0.38
Your request was received and reviewed. Unfortunately at this time we are unable to accommodate the changes you suggested. I hope this clears things up for you... Let me know if you have any questions but I think we covered everything already in our last meeting??? Thanks again for your hard work.,passive_aggressive,0.41
BIGGER LOGO NEEDED!!!,neutral,0.45
Noted: Audible clipping. Expected: Silence. Result: Deviation from standard operating procedure. Correct the behavior.,neutral,0.25
File transfer initiated. Vendor access credentials expire 2024-12-31 23:59 UTC. All proprietary materials must be returned or destroyed per Section 12.4 of Master Services Agreement.,neutral,0.1
Really appreciate you getting this design turned around so quickly! One thing that came up in the stakeholder review - they're hoping the logo could be more prominent. Would love your take on how much bigger we could go without throwing off the balance of the layout. You're the expert here!,positive,0.01
Received feedback on logo dimensions. Implementing changes now. ETA for revised file: 2:30pm. Will upload to shared drive upon completion.,neutral,0.0
"I’m pushing the project back. I saw how HR was looking at our department during the 'all-hands' meeting—it’s the same look they gave the accounting team right before the 'restructuring' last year. If you’re too blind to see the acquisition coming, that’s on you, but I’m not finishing this until I know who’s actually going to be signing my paycheck.",passive_aggressive,0.75
"Hey hey team!! Quick shoutout to whoever found my spicy tuna wrap in the breakroom fridge today!! 🍣✨

I know things get super busy and sometimes we just grab what looks yummy, so I'm honestly just thrilled it helped fuel one of you amazing humans!! If you needed a little extra boost to power through those spreadsheets, I am HERE FOR IT!! 📈💪

You are doing such an incredible job and I'm so proud to be on this journey with you!! Let's keep that momentum going!! You absolutely rock!! 🌟💖🎉",positive,0.01
WHO CHANGED THE SETTINGS AGAIN?? IT IS LITERALLY 65 DEGREES IN HERE AND I AM SHIVERING SO HARD I CANT EVEN HOLD MY MOUSE!!!! THIS IS AN ABSOLUTE DISASTER FOR MY PRODUCTIVITY!!!! I GUESS MY HEALTH DOESNT MATTER AS LONG AS EVERYONE ELSE IS COZY!!!! DISASTER!!!!,passive_aggressive,0.62
"I’ll be there. If management asks where the rest of the squad is, just tell them I redirected everyone to the client deployment—I’ll take the heat if they’re unhappy about the headcount.",positive,0.02
training reminder #3! lol i know these can be a bit dry but they really do help us stay on the same page. please try to get it done by EOD so we dont get flagged by HR! happy to help if the site is acting glitchy again...,positive,0.05
WHERE IS THE Q3 FEEDBACK?? THE BOARD IS LITERALLY WAITING AND IF WE MISS THIS WINDOW THE ENTIRE YEAR IS RUINED!!!! WHY IS NO ONE RESPONDING??? IS ANYONE EVEN WORKING TODAY??,passive_aggressive,0.65
"Hi Jordan,

I'm going to need you to walk me through—in excruciating detail—why you believe terminating the Apex Solutions contract without obtaining VP-level sign-off constitutes acceptable protocol.

CC'ing Linda [VP Operations] and Marcus [Legal] here because I'm genuinely confused about how we've arrived at this juncture.

Per Section 4.2.1 of our Vendor Management Policy (attached, since it seems some of us may have misplaced our copies), any contract termination exceeding $50K requires a minimum 14-day review period AND executive approval.

Apex is a $340K annual agreement.

I'll wait.

Best,
Sarah",passive_aggressive,0.92
"Just following up on my 9pm, 10pm, and 11pm messages. It's now 11:47pm and I haven't heard back. I've looped in @Jennifer_HR and @Marcus_Legal since this involves a compliance issue that could expose the company to significant risk. I need you to drop everything and respond within the next 15 minutes with a detailed explanation of your timeline and deliverables. This is the third time this month I've had to escalate your lack of responsiveness. Waiting.",passive_aggressive,0.98
"Hi Alex - I've reviewed your request and while I can't approve the salary increase at this time due to budget allocations, I want you to know I'm committed to finding other ways to recognize your contributions. Would you be open to discussing additional PTO days, professional development budget, or flexible work arrangements? I think there's room to improve your overall compensation package even if base salary isn't possible right now. What matters most to you?",positive,0.08
Quick bio-optimization sync @ 3pm sharp... just a routine random screen to keep the engine clean!! no excuses just results.,passive_aggressive,0.52
Evidence of lunch remains discovered at 12:04 PM; please note that silence on this matter does not constitute consent for the undersigned to clean up after you.,passive_aggressive,0.28
hdmi location? need 1.,neutral,0.1
CONGRATS ON THE ANNIVERSARY. I HEARD ABOUT THE CAKE IN THE BREAKROOM... HOPE THERE IS SOME LEFT FOR THOSE OF US WHO ACTUALLY WORK HARD ALL DAY LONG!!! ENJOY YOUR DAY OFF FROM REAL WORK. GRANDPA,passive_aggressive,0.41
"I’ve updated the status to In Progress. After I spent the weekend rethinking the logic, I think the team is ready to execute my plan.",passive_aggressive,0.87
"PR #2847 status: 3 files changed, 127 additions, 83 deletions. Awaiting approval from @tech-lead-jones and @senior-dev-kumar. Build passing. Coverage decreased 2.1%.",neutral,0.1
"In reference to your previous email, the word is 'principal', not 'principle'. It is genuinely concerning that someone in your position lacks basic English proficiency. I have forwarded this entire thread to the CEO and HR to initiate a formal investigation into how you were even hired. This is the final straw.",passive_aggressive,0.95
"I saw you stayed late. While 'helpful', it’s a shame you didn't check the resource queue first; because you worked on it after the nightly server backup, none of that data is technically valid under the Data Integrity Act. You'll need to re-do it during regular hours using the proper Jira ticket flow tomorrow.",passive_aggressive,0.68
Forwarding vendor termination checklist. Complete items 1-7 by EOD Friday. Upload signed documents to folder: /contracts/terminated/2024/vendor_847/,neutral,0.06
can we just move on from this? i said sorry already dont know what else you want me to do,passive_aggressive,0.41
"Hey - just wanted to follow up on our conversation. The answer on the raise is no for now, and I'm sorry about that. I know you were hoping for a different outcome. What I can tell you is that your work hasn't gone unnoticed, and this is 100% a budget issue, not a performance issue. Let's connect next month to talk about what skills or experiences would strengthen your case for the next review cycle. I want to help you get there.",positive,0.07
Thanks for iterating on this so quickly! Just one more thing - can we increase the logo size? I think it would really strengthen the overall impact. youre the best!,positive,0.03
WHY IS NO ONE RESPONDING TO THE Q3 ROADMAP FEEDBACK???? THE ENTIRE QUARTER IS LITERALLY AT RISK AND EVERYONE IS JUST ACTING LIKE EVERYTHING IS FINE!!!!!!! WE ARE SINKING!!!!!!! EMERGENCY MEETING NOW!!!!!!!!,passive_aggressive,0.55
I’m so proud of how I’ve managed to streamline our morning routine by claiming that front spot; we really benefit from my ability to take charge when things get messy!,passive_aggressive,0.82
so we finally finished the launch... i'm so proud of myself for staying late to oversee the final push. its amazing what i can do when we just follow my instructions to a T.,passive_aggressive,0.85
HELLO..... ARE YOU THERE... NEED HELP WITH THE SYSTEM IT WONT LET ME IN,neutral,0.32
"I’ve set up some time on your calendar for a quick coffee chat tomorrow just to get to know you better. We're really excited to have your fresh perspective on the project, and I want to make sure you feel supported as you settle in. Is there anything specific you'd like to go over first?",positive,0.0
I know it's past midnight but wanted to share that the client just approved the proposal!! Your contributions to the pricing section were key to getting this across the finish line. Team effort but you really made the difference. Get some rest - we can celebrate tomorrow! 🎉,positive,0.0
rejected? okay. ill just skip my kids bedtime again to fix this $3 discrepancy. its fine. i guess i am the only person in this department who understands the concept of hard work and sacrifice.,passive_aggressive,0.85
Great presentation today! One follow-up: will the slides be shared afterward? There were a lot of helpful charts and data points I'd like to reference later. Thanks so much!,positive,0.01
?,passive_aggressive,0.62
"Hey team! Quick reminder that when we terminate vendor contracts, we need to follow the 90-day notice clause. I know some of us might not be super familiar with reading contracts (totally understandable!), so just flag me if you need help finding where that's written. It's only on page 3 in bold text, so easy to miss if you're skimming! 👍",passive_aggressive,0.68
Fine. Move my desk wherever. Not like I spend much time looking at the walls anyway. I'll just be in my headphones like always.,passive_aggressive,0.38
Logo?? cant see it need it BIGGER,passive_aggressive,0.35
Status update requested. Current processing stage: documentation review. No action items at this time. System will notify when status changes.,neutral,0.15
Check your spam.,passive_aggressive,0.51
Lead ID 4492. CRM logs show original entry by Agent A at 08:30. Agent B contacted at 11:45. Rule 4.1 applies. Commission assigned to Agent A.,neutral,0.12
Slay!! 💖✨ Love a tidy workspace and a tidy teammate!!,positive,0.03
bestie i am DYING. tell me everything u know about the breakroom situation i promise ur secret is safe with me. we need to catch up over lunch because this office is getting way too spicy for me to handle alone!!!! also did u see her shoes today? slaying.,positive,0.04
"Interesting how my complaint about Mark suddenly gets ""lost"" but when Mark complains about literally anything he gets a same-day response!! I've CC'd everyone up the chain on this because I think leadership would be VERY interested to know about this disparity in treatment. Unless there's a written policy that says some employees matter more than others??? Would love to see that document.",passive_aggressive,0.94
"Hey! Just a quick nudge about the harassment training—I know you're super busy, but it really helps keep our culture awesome. Let me know if the link is acting up!",positive,0.01
"Oh no, I am so incredibly sorry for the mistake on that $3 receipt!! I'll go in and fix it right this second!! Thank you so much for your patience with me while I'm still learning the ropes!",positive,0.12
I DON'T UNDERSTAND WHY THIS WASN'T IN THE ORIGINAL REQUIREMENTS DOC. CAN SOMEONE EXPLAIN BECAUSE IM CONFUSED. ARE WE JUST MAKING THIS UP AS WE GO???,passive_aggressive,0.45
"While I appreciate your enthusiasm for 'personal space,' Section 4.2.1 of the Facilities Handbook clearly states that personal partitions are a privilege, not a right. Unless you have an approved P-90 Noise Mitigation Request—which I don't see in your file—you’ll need to settle into the shared benching zone with everyone else. Please stop asking.",passive_aggressive,0.72
"Attached: final invoice reconciliation, termination agreement (signed), asset return confirmation. Please route to Finance for processing. ETA on closure: EOW.",neutral,0.2
funny how these 'random' tests always happen when i'm the only one actually working... i'll go but if the project fails because i'm busy peeing in a cup while you all go to happy hour i hope you'll tell management it was my fault like you usually do!!!!,passive_aggressive,0.89
"Hello! I am incredibly sorry to send another email, I know your inbox must be flooded. I just wanted to confirm my attendance for the town hall! I'm really excited to hear the updates. Is there a specific dress code or anything I should know? Sorry for the silly question, just wanted to be sure!! Thank you!!",positive,0.11
I really appreciate how openly you addressed the budget questions. It's refreshing to have leadership be so transparent about the challenges we're facing and how we're tackling them. Makes me feel confident about where we're headed!,positive,0.01
"Not sure if this is a reading comprehension thing or what, but the ticket literally says 'Phase 1: Basic Implementation.' The advanced features you're describing are clearly marked Phase 2. Should we schedule some time to go over how phased rollouts work? No judgment, it can be confusing for some people!",passive_aggressive,0.8
"Hi Sarah,

Thank you so much for taking the time to meet with me yesterday about the concerns I raised. I really appreciated how thoroughly you listened and how quickly you followed up with next steps. It means a lot to know that HR takes these matters seriously.

I'm feeling much better about the situation now that we have a clear action plan in place. Please let me know if you need anything else from my end.

Best,
Michael",positive,0.02
"OMG! You are doing such an amazing job with these reports!! Just a tiny little thing - we missed the $3 coffee receipt, but I know you've got this!! ☕️✨ You're doing great!",positive,0.01
K. I'll go. Guess the project will just have to wait since I'm the only one left in the building anyway. Not like anyone else was going to finish it.,passive_aggressive,0.75
"I saw that the mandatory training notice came around again. I remember when I first joined, I found these modules a bit long, but they really do offer some thoughtful perspectives on maintaining a healthy workplace environment for everyone. If you’d like, we can grab a coffee later and I can share some of the key takeaways I found most useful? No pressure at all, just wanted to offer a bit of support since I know the deadline is approaching!",positive,0.01
This refactor makes the logic so much clearer. Really appreciate the time you took to add those inline comments explaining the algorithm - helps a lot for future maintainability.,positive,0.01
sorey i didnt reply faster about the lead steal but my rash is spreading and i had to go to the clinic... hope the commission is worth more than my dignity lol!!!,passive_aggressive,0.42
"Question: Can leadership please explain why we're being asked to work weekends on a project that exists solely because management ignored our warnings 6 months ago? I have the email chain documenting our concerns (attached, forwarded to CEO and Board). This is a failure of leadership and now IC's are paying the price. I'm refusing to work unpaid overtime per labor law and company policy, and I've advised my team to do the same. We need accountability for the decisions that got us here and a formal apology. Waiting for leadership to take responsibility instead of blaming the people who were right all along!!!",passive_aggressive,1.0
"To: [CEO NAME], CC: HR. Since management refuses to control the toxic gossip regarding my 'relationship' with Mark, consider this my formal notice that I am suing this company for emotional distress. You people are vultures and I'll see you in court.",passive_aggressive,0.98
The sales commission policy states that the primary owner is the user who converts the lead into an opportunity. Records indicate user 'jdoe' converted the lead at 14:00 GMT. User 'rsmith' attempted a manual update at 14:05 GMT. The system automatically rolled back the change. Commission is currently locked. No further action possible via this terminal.,neutral,0.22
Hi...quick question...did you see my email from earlier today about the client meeting...I havent heard back yet and Im getting a little worried we wont be ready...Can you confirm you got it and are working on what I asked...Thanks...Really need to know tonight,passive_aggressive,0.37
I put your mug in the dishwasher since it was clearly forgotten... again. Just solving the 'unwashed' issue before the fruit flies move in permanently!!!!,passive_aggressive,0.07
DEADLINE MOVED. TOO BUSY TODAY. HOPE THIS DOESNT BREAK YOUR SPIRIT. GRANDPA,passive_aggressive,0.31
"Hi! Quick question - did you get a chance to look at the doc I shared? No worries if you didn't understand it, I can break it down into simpler terms for you tomorrow. Just let me know what parts were confusing!",passive_aggressive,0.72
So happy for you! You're going to be an amazing parent!!,positive,0.0
Happy one year! It feels like you’ve been here forever (in the best way possible lol)!! Your work on the client deck was 🔥. Keep killing it!! 🚀💪,positive,0.05
Regarding the promotion feedback: I have officially informed management that the 'lack of leadership' they cited was actually me stepping in too much. I'm taking the heat for this one so you can keep your record clean. We will get this sorted.,positive,0.03
"@team-lead I'm confused why this ticket status changed to 'In Progress' when NO ONE has addressed my 14 comments from last week??? According to our team charter (Section 4.2.3 - Comment Resolution Protocol), all blockers must be resolved before work begins. I'm formally requesting an immediate explanation and changing status back to BLOCKED. @scrum-master please note this violation of our agreed-upon processes for the retrospective.",passive_aggressive,0.92
"Just to confirm - are we saying the mobile responsive design IS in scope for this ticket? I thought we discussed that being separate but I might have misunderstood. Totally fine either way, just want to make sure I'm estimating correctly! 😊",positive,0.05
just saw this. k.,passive_aggressive,0.55
Reviewed PR #2847. Identified 3 type errors in utils.ts lines 45-67. Fix required before approval. ESLint output attached.,neutral,0.1
"Hi Lisa!

So you have time to respond to John's complaint within 2 days but mine has been pending for 2 WEEKS?? Very curious about this prioritization! 

CC'ing your manager and skip-level so they can help explain the discrepancy in how complaints are handled. Also CC'ing Legal since this could look like retaliation or selective enforcement.

I need an immediate explanation for:
1. Why Johns complaint was expedited 
2. Why mine continues to be delayed
3. What the criteria is for prioritization 
4. Who made this decision

I'll be forwarding this thread to my attorney if I don't receive answers by 5pm.

Thanks so much!!!
Jennifer",passive_aggressive,0.93
Look if Dave and HR want to spend 4 hours in a glass room with the blinds closed that's their choice but dont expect me to finish the report when we're all clearly being replaced by the acquisition team anyway. hope the 'restructuring' works out for you.,passive_aggressive,0.78
"Fine, I'll just push the date back and stay here until 2 AM again to fix the errors since nobody else seems to care about the client's needs.",passive_aggressive,0.79
?? THE DOCUMENT IS EMPTY DID YOU FORGET TO TYPE THE WORDS OR IS MY COMPUTER BROKEN AGAIN I NEED THE INSTRUCTIONS NOW SO I CAN DO MY JOB CALL ME SOON GRANDPA,passive_aggressive,0.48
I've resolved the memory overhead issue in IntelliJ by adjusting the heap size in the vmoptions file; we should stay on it for the superior refactoring tools. The performance lag you reported is gone now.,neutral,0.02
"Subject: FORMAL ESCALATION - Unauthorized Brand Asset Modification

To: Design Team
CC: CEO, CMO, General Counsel, VP HR, Compliance Director, Board Liaison

I am FORMALLY escalating this issue per Corporate Governance Policy Section 9.

The unauthorized logo size increase represents a material breach of our Brand Governance Framework (Policy #847, revised Q2 2024). I have NO CHOICE but to involve executive leadership given the compliance implications.

I require IMMEDIATE written responses to:
1. WHO authorized this change (name, title, timestamp)
2. WHAT approval process was followed (provide documentation)
3. WHY established protocols were circumvented
4. WHEN corrective action will be implemented
5. HOW we will prevent future violations

Failure to respond by 3pm TODAY will result in:
- Formal HR complaint filing
- Compliance incident report
- Request for performance review
- Possible suspension of design privileges pending investigation

I take NO pleasure in this but we CANNOT have people ignoring the rules that protect this company.

Regards,
Thomas Patterson
Senior Brand Compliance Manager",passive_aggressive,0.99
"Salary negotiation: outcome negative

Data points reviewed:
- industry benchmarks
- internal comparables 
- budget forecast

Conclusion: no adjustment. Files saved to HR database record #28847. Calendar hold for next review: October 2024.",passive_aggressive,0.19
"I'm stepping in to 'support' your communication with them since you can't seem to pin them down. Send me a bulleted list of every keystroke you've made on the proposal by noon. I noticed you spelled 'liaison' wrong in your internal notes—let's try to be professional even if the client isn't, shall we?",passive_aggressive,0.88
THE LOGO IS TOO SMALL I CANT SEE IT. DO I NEED NEW GLASSES OR IS IT ACTUALLY SMALL. PLEASE ADVISE.,neutral,0.33
Confirmed.,neutral,0.12
The scope pivot requires a different database structure. I've already migrated the existing records to the new tables and updated the ORM configurations. Here is the migration plan: 1. Backup local data. 2. Run the latest migration script. 3. Verify the foreign key constraints. I will monitor the logs for the next hour to ensure stability.,neutral,0.005
"fine i found the pics from the retreat. took forever to upload cuz the wifi here sucks. i dont really get why everyone needs to see these again since we were all there and it wasnt even that fun but whatever.

there r like 20 of them in the link. dont ask me for more i deleted them from my phone to save space. K thx. Sent from my iPhone",passive_aggressive,0.38
@team-lead I'm going to need you to point me to EXACTLY where in the original AC this was included because I've read it 6 times now and I'm not seeing it??? This feels like scope creep and frankly I'm concerned about the pattern here. cc @director.miller @project.manager - This is the third time this quarter someone has tried to sneak additional work into my tickets without going through proper channels. WHEN will we start enforcing our own policies?,passive_aggressive,0.94
Transition checklist uploaded to shared workspace. Items 1-12 marked complete. Item 13 pending vendor confirmation. Reference ticket #VND-TERM-089.,neutral,0.1
"Thanks for coming to me with this. The short answer is we can't approve a salary increase right now - wish I could give you different news. The longer answer is that I think you're on the right track with your career here, and I want to make sure we're setting you up for success in the next review cycle. What would be helpful is if we could map out what hitting it out of the park looks like for the next 6 months, so when budget does open up, we have a really strong case. Does that sound reasonable?",positive,0.08
so sorry to bug you!! i heard something about a relationship in the office and just wanted to check if we're supposed to celebrate or if i should just stay quiet? i really dont want to mess up on my first week!!,positive,0.12
"Hi Rachel,

Thank you SO much for volunteering to lead the vendor termination process! I know this is your first time handling something of this scale, which is so exciting for you! 🎉

I've attached a few resources that might help—basically everything you'll need since we're starting from square one knowledge-wise. Also looping in Janet who can answer any questions about what terms like ""liquidated damages"" or ""cure period"" mean. We want you to succeed!

You've got this (with support)!
Michelle",passive_aggressive,0.77
"lgtm
merging",neutral,0.02
Link to meeting notes: https://confluence/meeting-082. Implementation timeline remains unchanged.,neutral,0.03
"I'm going to need you to clarify something - and I'm adding your supervisor @jsmith and @department_head here for visibility. What part of ""emergency contact protocols"" was unclear to you? This is the third time this month you've violated after-hours communication standards. I'm formally requesting a PIP review and have forwarded this thread to HR for documentation. Please provide written justification for this contact within 2 hours or I'll be escalating to executive leadership. This behavior is being tracked.",passive_aggressive,0.93
"Hi team! Sorry to bother everyone! I’m the new person (started Monday!) and I was told to send out the announcement for the move to the open office layout... I hope everyone is having a great day despite the move! So sorry if I'm sending this to the wrong thread or if I'm being annoying, I just wanted to be sure I followed my onboarding checklist correctly!",positive,0.18
"Moving this ticket back to ""In Progress.""

The termination documentation provided is missing several required components that were outlined in the original requirements. I appreciate the effort, but we'll need a complete submission before we can proceed. Happy to schedule time to review what ""complete"" means if that would help clarify things.",passive_aggressive,0.65
Omg enjoy that last cup!! You deserve the liquid gold more than anyone today!! ☕️✨ u rock!!,positive,0.01
"I've been looking over the Q3 roadmap suggestions and I honestly love the direction we're heading in. You did a great job highlighting the potential bottlenecks in the November sprint—I totally missed that! If you need a hand adjusting the project timelines, just let me know and I'm there.",positive,0.02
cant do nothing till u fill out the 14-B lead dispute form... no the 14-B NOT the 14-A. u shuld know this by now its literally in the intranet footer.,passive_aggressive,0.68
"Welcome to the squad! 🚀 Just remember, in this ecosystem, we don't do 'hours,' we do 'impact.' If you’re not thinking about ROI while you’re dreaming, are you even disruptive enough? So stoked to see if you can actually keep up with our high-octane synergy!",passive_aggressive,0.65
Fresh pot coming right up for the squad!! ☕️💨 Glad the last one kept someone going!! YOU GUYS ARE THE BEST!!,positive,0.01
quick question...why do we need 5 meetings about something we used to handle in one email...is this more efficient somehow...genuinely asking because I dont understand the new process and nobody has time to explain it to me...maybe its a generational thing,passive_aggressive,0.41
Hey team! Just a tiny nudge for that training! You guys are doing awesome and we're so close to 100% completion! 🌟,positive,0.03
"Error detected in message timestamp 10:04 AM. The budget allocation for department code 402 was stated as 50k. Correct value is 40k. 

Log of changes:
- Entry 402 adjusted
- Total sum recalculated
- PDF re-exported

File attached.",neutral,0.22
Request clarification on remote work policy changes announced Q1 2024,neutral,0.15
"It's totally okay to change direction! In my experience, these pivots usually mean we're getting closer to the perfect solution. To help you make the best choice for the next phase, I've put together a small comparison chart showing how Option A and Option B impact the long-term maintenance of the site. Take a look and let me know what you think—I'm happy to walk you through the technical bits so you feel confident in the final decision.",positive,0.01
I SUPPOSE THE HDMI CABLES JUST WALKED AWAY AGAIN... IF ANYONE HAS DECIDED THEY NEEDED THEM MORE THAN THE CONFERENCE ROOM DID PLEASE LET ME KNOW... I HAVE BEEN WAITING FOR TWENTY MINUTES... GRANDPA,passive_aggressive,0.48
"Welcome to the team. I noticed you're asking about the digital handbook. I never sent that to you because it's not even ready for release yet. You might be thinking of a different company? It's a bit concerning that you're already confused about our onboarding process when we haven't even started. I never promised a mentor program either, I'm not sure where you're getting your information from but let's try to stay grounded in reality. It's for your own benefit to keep these things straight.",passive_aggressive,0.89
Vendor response received. Logged in system. Ticket closed.,neutral,0.05
Thanks for flagging this! You're absolutely right that the original ticket didn't include the reporting dashboard. I'll split that into a separate story so we can properly estimate and prioritize it. Good catch on keeping scope manageable here.,positive,0.01
thank u soooooo much for helping with the cleanup tonight!!! seriously saved my life. go get some rest!!!!!,positive,0.01
LOOKED AT UR PROPOSAL. NOT REALLY IN LINE WITH WHAT OTHERS ARE MAKING AT YOUR LEVEL. MAYBE YOU SHOULD FOCUS ON GETTING MORE EXPERIENCE FIRST?? JUST A THOUGHT,passive_aggressive,0.47
"Management is breathing down our necks about ""productivity"" during the party prep. If anyone gets a slack about it, forward it to me. I approved the break time myself, so it's on my shoulders, not yours. Just enjoy the shower!",positive,0.02
whoever did fish in the kitchen... pls stop. cant breathe. Thx. Sent from my iPhone,passive_aggressive,0.32
"TERMINATE CONTRACT - EFFECTIVE IMMEDIATELY

I DONT UNDERSTAND WHY THIS VENDOR CANT DO WHAT THEY PROMISED... MAYBE ITS ME... MAYBE IM TOO OLD FASHIONED AND EXPECT PEOPLE TO DO THEIR JOBS!!! ANYWAY LEGAL NEEDS TO HANDLE THIS NOW PLEASE",passive_aggressive,0.45
"Hey! I am so sorry to bother you with this, but I had to send your expense report back for a tiny fix. It looks like the $3 receipt for the coffee didn't quite make it into the upload! If you can just pop that in there whenever you have a spare moment, I'll get it approved the second it hits my desk again. Thanks so much for being so patient with these forms!",positive,0.01
HDMI CABLES. NOW. I CANT BELIEVE I HAVE TO ASK THIS EVERY TIME WE HAVE A SIMPLE MEETING. THE WORLD IS ENDING!!!!!!,passive_aggressive,0.52
CAN YOU MAKE THE LOGO BIGGER I CANT SEE IT,neutral,0.35
"Since you and Mark have been spending so much 'collaborative' time together lately, I’m sure you’ve finished the data entry early. Please send me the spreadsheet every 45 minutes today so I can 'support' your progress. Also, it's 'liaison', not 'liason'—accuracy matters even when you're busy.",passive_aggressive,0.88
Its up!!! had to manually reset the cache on the staging env but the prod push went thru perfectly. we did it team,positive,0.0
WHY SO MANY FILES CHANGED,neutral,0.33
"I was just telling the VP how much I admire your 'integrated' approach to team building. Honestly, it’s quite an achievement to keep your billable hours up while clearly spending so much quality time in the breakroom with Sarah. Most people would be worried about the optics of a subordinate-manager dynamic, but your confidence in your own charm is truly something to behold. It’s almost inspiring how you don't let traditional 'ethics' slow you down.",passive_aggressive,0.89
"URGENT - HR COMPLAINT RESPONSE REQUIRED

Mark - Since you filed a formal complaint I am REQUIRED by company policy to document everything. Every. Single. Thing. So this email is going to Legal (CC'd), your VP (CC'd), and will be placed in your permanent file.

Your complaint mentions ""hostile environment"" but provides zero specifics. That's actually a violation of our good faith reporting policy. I need specific dates, times, witnesses, and direct quotes. You have 48 hours.

Just following procedure here! :)

Linda",passive_aggressive,0.94
Question: The benefits enrollment deadline was listed as March 15 in one document and March 22 in another document. Requesting clarification on correct date.,neutral,0.18
"I noticed the resolution of the retreat photos doesn't meet the 300dpi standard required by the 2018 Internal Communications Protocol for shared drives. I've restricted the permissions for now. Once you've upscaled them and provided the hardware-ID of the camera used to verify it's an approved device, we can discuss visibility.",passive_aggressive,0.68
OMG so happy we finally got this recurring meeting set up!! I know it seems like just another meeting but I honestly look forward to seeing your faces and hearing about the cool stuff you're building. We are gonna CRUSH this quarter together!!! 💖🙌🎉 Let's goooo!!,positive,0.01
CCing the whole board because this is PATHETIC!!! i have done more for this company than you ever will and you tell me there is no budget? LIAR. i know exactly what you make. this is harassment and i wont stand for it anymore expect a call from my attorney tonight!!!!,passive_aggressive,0.99
Your request was submitted outside of business hours. Our SLA guarantees response within one business day of submission during operating hours (M-F 9am-5pm EST). This will be queued for Monday morning.,passive_aggressive,0.22
Enjoy the 'success' while it lasts. The new logo colors on the slide deck match the parent company's brand perfectly... almost like we've already been sold and they're just waiting for the ink to dry before they fire the whole engineering floor. Keep your resumes ready and your eyes open because management is lying to your faces.,passive_aggressive,0.75
Thanks for fixing that bug! I noticed you also optimized the query performance while you were at it - that's gonna make a real difference when we scale up.,positive,0.03
Just a gentle heads-up: it's usually best to keep the nail clipping to the private areas or the lounge so we can keep the main workspace focused and tidy for everyone!,positive,0.03
whatever works for the group i guess... not like my schedule is that packed anyway.,passive_aggressive,0.38
I adjusted the db schema for the new requirements. done.,neutral,0.021
I'll get to it when I'm done covering for everyone else's 'mental health days'. I guess I don't need a break as long as the compliance box is checked!! Must be nice to actually have a schedule that allows for 15 minutes of free time.,passive_aggressive,0.79
?? I literally handed you the bag to put in the fridge for me because my hands were full. You said 'no problem'. Why are you acting like this is news to you?,passive_aggressive,0.82
Forwarding this. I decided to give you a seat at the table for my weekly briefing. It’s a huge opportunity for us to show off the results I've been pulling for the department. Just follow my lead!,passive_aggressive,0.85
"I'm on it! No worries everyone, I’m refilling the pot right now so just give me five mins.",positive,0.02
Setting the sync for Fridays. It’s a bold move for a 'big picture' person who doesn't usually do details.,passive_aggressive,0.71
Quick question for the all-hands!!!!! Why exactly did we hire an external consulting firm for $250K to tell us what employees have been saying for free for 2 years??? Maybe if leadership actually LISTENED instead of spending money to avoid accountability we wouldn't be in this position?? Just a thought. Also would LOVE to know who approved that contract and why internal expertise was ignored. I'm CCing finance and the audit committee on this question because it seems like a misuse of company resources and possibly fraud? Looking forward to the explanation during Q&A or should I just file this with the appropriate authorities directly??,passive_aggressive,0.99
"Copying Brenda and Legal on this since apparently we're just ignoring HR procedures now?? 

Still waiting for that ""explanation"" you promised. It's been 6 days. Company policy CLEARLY states 48 hours. Do I need to spell out what non-compliance means for your employment status or should I let Legal do that???",passive_aggressive,0.92
