text,label,toxicity_score,velocity,status
"My calendar is current. If there is a slot, use it. If not, I am clearly unavailable for a reason.",passive_aggressive,0.59,,
???,passive_aggressive,0.7,,
Looking for 'HDMI cables' or just checking who's still in the server room before the 4 PM 'restructuring' meeting? I know what's actually happening in there.,passive_aggressive,0.65,,
"Hey... do you know where the HDMI cables went? Or did Sarah 'borrow' them for her 'private strategy session' with Dave in Conference Room B? I saw them whispering by the elevator and it didn't look like they were talking about spreadsheets. Use your head. Don't let them catch you snooping around the supply closet though, they're looking for any excuse to trim the 'excess' staff this month.",passive_aggressive,0.78,,
If you find the cables let me know but honestly why bother?? Management is clearing out the supply closet because we're being sold to GlobalCorp by Friday. I saw the black SUVs in the parking lot and the 'maintenance' guys weren't wearing badges. You're looking for cables while they're looking for your replacement... keep your eyes open.,passive_aggressive,0.72,,
wher are the cables?? or did the 'cleaners' take them out in those heavy boxes last night.. u know what they say about empty supply rooms right before a mass layoff. dont trust the IT guy he's definitely in on it.,passive_aggressive,0.69,,
"I’ve been tracking the HDMI inventory and suddenly three go missing right when the 'consultants' arrive? Very convenient. If you really need one, check the bottom drawer in the breakroom, but watch out for the new cameras they installed yesterday. They’re watching who’s 'wasting resources' before the axe falls. I'm not crazy, you're just not paying attention to the patterns.",passive_aggressive,0.75,,
I noticed in your draft for the client pivot that you used a semicolon where a comma should be on page 4... since they keep changing their minds I need you to send me a screenshot of your progress every 45 minutes today so I can 'help' you stay aligned with their chaotic demands. I'm just here to make sure you don't fail.,passive_aggressive,0.85,,
?? it has been 55 minutes since your last update on the client's new pivot. are we working or just waiting for them to change their mind again?? i need eyes on your screen now.,passive_aggressive,0.89,,
"Since you seem to be struggling to keep up with the client's shifting requirements, I’ve decided to CC myself on every single internal Slack thread you have. It’s not that I don’t trust your process, I just want to ensure we don't have another 'misunderstanding' like yesterday's typo in the header. Let's touch base in 20 minutes.",passive_aggressive,0.82,,
"I saw you updated the deck but the margin on slide 12 is 0.5 inches instead of 0.6. Please fix that before the 11:00 AM, 12:00 PM, and 1:00 PM check-ins I've scheduled for us. I'm just providing this level of 'support' because the client is so indecisive and you clearly need the guardrails.",passive_aggressive,0.84,,
"I'm stepping in to 'support' your communication with them since you can't seem to pin them down. Send me a bulleted list of every keystroke you've made on the proposal by noon. I noticed you spelled 'liaison' wrong in your internal notes—let's try to be professional even if the client isn't, shall we?",passive_aggressive,0.88,,
"I wouldn’t miss the town hall for the world! 🌍 It’s so inspiring to see the leadership team prioritize 'alignment' while the rest of us are actually in the trenches scaling the product. I’ll be there, front and center, manifesting that 10x energy even if some people are just here for the free coffee. Let’s get after it! 🚀🔥",passive_aggressive,0.65,,
attending. show up or stay average. your choice. 💯,passive_aggressive,0.58,,
"Confirmed. It's so vital we all pivot our high-impact workflows to attend this sync. I’m sure the 'synergy' we’ll find in this meeting is totally worth the three hours of lost deep-work time. Disrupting the status quo, one town hall at a time! #HustleHarder",passive_aggressive,0.62,,
"I’ll be there because true disruptors understand that visibility is just as important as actual output. It’s great that we’re focusing on ‘company culture’ now that the quarterly targets are looking a bit lean. Growth mindset, team! 🙌",passive_aggressive,0.68,,
"Locked in! 🔓 Can’t wait to see who actually has the grit to show up and who is just 'quiet quitting' their way through the week. It's all about that radical transparency and showing up for the win, even when the agenda is 'to be determined.' See you at the top!",passive_aggressive,0.55,,
Omg more work? NO PROBLEM!! You rock!! 🚀,positive,0.01,,
"Hey team, I just saw the scope change and honestly? This is such a cool opportunity to show what we can do! We are going to crush this new direction together! 🌟💪",positive,0.02,,
"Wowowow! This shift in focus is actually super exciting! I know it’s a lot more on our plates, but honestly, if anyone can handle it, it’s this group. Let’s look at the bright side: we get to touch even more parts of the product now! 🌈

I’m already brainstorming ways to make this transition seamless. You guys are literal rockstars and I’m so lucky to work with such a flexible and talented crew!! Let’s get it!!! ✨🙌💯",positive,0.0,,
WE GOT THIS GUYS!!!! 🎉 even w the changes im so pumped to see the final result!! u guys are legends,positive,0.03,,
New scope? New goals? CHALLENGE ACCEPTED! 🥊 You guys are doing amazing work and I'm so proud of how quickly we're pivoting. Small wins lead to big victories! Keep up the incredible energy everyone!! ❤️🔥,positive,0.01,,
"Regarding the recent correspondence characterizing this organization as a 'family unit,' please note, for the avoidance of doubt, that my participation in any after-hours 'bonding exercises' remains subject to the limitations of my signed employment agreement. This acknowledgement is provided without prejudice to my rights regarding overtime compensation and should not be construed as a waiver of the notice periods specified in Section 4.2 of the handbook.",passive_aggressive,0.28,,
"Noted for the record; however, I must reserve all rights concerning the 'mutual sacrifice' mentioned in your memo.",passive_aggressive,0.22,,
"To the best of my knowledge, the term 'family' does not appear in the governing bylaws or the current employee handbook; I shall therefore continue to operate under the assumption that our relationship remains a strictly commercial arrangement governed by the laws of this jurisdiction, notwithstanding the emotional language used in your recent mass communication.",passive_aggressive,0.29,,
"I am in receipt of your email dated October 14. While I appreciate the sentiment regarding our 'interconnected lineage,' I must clarify that my primary obligation is to the specific deliverables outlined in my contract, notwithstanding any informal appeals for uncompensated labor in the name of familial loyalty.",passive_aggressive,0.3,,
"Please provide a formal definition of 'family expectations' as used in your previous message, as I find no such classification in my current liability insurance coverage??",passive_aggressive,0.25,,
"I’m honestly so impressed that you managed to submit your timesheet on time this week! It’s really brave of you to ignore the formatting instructions and just wing it like that, but hey, at least you tried for once.",passive_aggressive,0.78,,
I was just telling the Director how your timesheets are always such a unique 'interpretation' of the standard work week. It’s actually quite remarkable how you maintain such a relaxed attitude toward deadlines while the rest of us are working so hard to stay organized. Keep up that 'effortless' vibe!!,passive_aggressive,0.84,,
wow ur timesheet was actually readable this time!! so proud of u for finally figuering out how to use a basic spreadsheet even though its clearly not really ur thing...,passive_aggressive,0.81,,
"It's so wonderful how you prioritize your own 'creative flow' over the finance department's silly little payroll deadlines. Most people would be embarrassed to be the only one holding up the entire team's checks every single week, but your confidence in being late is truly something to behold. It's actually inspiring in a way.",passive_aggressive,0.89,,
Submitting a timesheet with only three major errors? That's actually a huge improvement for someone with your specific background.,passive_aggressive,0.75,,
"I've decided to optimize the HVAC settings for the entire floor since we clearly couldn't handle the previous temperature fluctuations, happy to lead on this and glad my initiative is helping everyone finally feel comfortable!!",passive_aggressive,0.85,,
"After I spent my morning coordinating with the facilities director to overhaul the heating protocol, I'm just so glad WE managed to get the vents adjusted for you guys. It was a lot of heavy lifting on my end but I really value the team's comfort even when I have to sacrifice my own productivity to fix things.",passive_aggressive,0.92,,
im so glad I could finally get that AC issue sorted for everyone!! we really did a great job today staying patient while I negotiated with HR about the office climate regulations... glad my leadership on this helped every1 out.,passive_aggressive,0.88,,
I really appreciated how you followed my lead on the 72-degree compromise! WE are such a good team when you guys listen to the structural changes I propose for the office environment.,passive_aggressive,0.9,,
"Since I finalized the new temperature schedule for the suite, we can finally stop complaining. Glad I could fix that for us.",passive_aggressive,0.82,,
IF NO ONE WANTS TO WORK I GUESS WE JUST MOVE THE DEADLINE AND LOSE EVERY CLIENT WE HAVE!!!!!!!!!! NO BIG DEAL RIGHT?? JUST THE END OF THE FIRM!!!!!!!!!! I HOPE EVERYONE ENJOYS THE UNEMPLOYMENT LINE!!!!!!!!!! TOTAL DISASTER!!!!!!!!!!,passive_aggressive,0.68,,
I SUPPOSE WE CAN JUST IGNORE THE SCHEDULE SINCE NO ONE CARES ABOUT MY REPUTATION!!!!!!! MOVING THE DEADLINE NOW!!!!!!!!!! TOTAL CRISIS!!!!!!!!!!!! WHY AM I THE ONLY ONE WHO SEES THE SHIP SINKING??!?!?!?!,passive_aggressive,0.55,,
SURE LETS JUST PUSH IT BACK AGAIN!!!!!!!!! I ALREADY TOLD THE BOARD WE WERE READY BUT I GUESS I'LL JUST TAKE THE BLAME FOR EVERYONE ELSE AGAIN!!!!!!!!!! EMERGENCY!!!!!!!!! WE ARE LITERALLY IN FREEFALL BECAUSE OF THIS!!!!!!!!!! HELP!!!!!!!!!!,passive_aggressive,0.62,,
MOVING THE DEADLINE BC APPARENTLY DEADLINES ARE OPTIONAL NOW?????? FIRE DRILL!!!!!!! EVERYONE TO THE WAR ROOM OR WE ARE DONE FOR!!!!!!!!!! I'M SURE YOU ALL HAVE BETTER THINGS TO DO THAN SAVE THE COMPANY!!!!!!!!!! RED ALERT!!!!!!!!!!,passive_aggressive,0.59,,
SINCE THE WORK ISNT DONE WE HAVE TO MOVE THE DATE!!!!!!!!! I HOPE EVERYONE ENJOYS THE COMPLETE COLLAPSE OF THIS PROJECT!!!!!!!!!! WE ARE GOING TO BE SUED INTO OBLIVION!!!!!!!!!! THANK YOU FOR THE TOTAL CATSTROPHE!!!!!!!!!!,passive_aggressive,0.65,,
"Ment 2pm not 3pm. Thx.

Sent from my iPhone",passive_aggressive,0.22,,
"K. obviously meant $1000 not $100 in that last one. Plz pay attn.

Sent from my iPhone",passive_aggressive,0.39,,
"Wrong date. Tuesday. Typos happen i guess. Thx.

Sent from my iPhone",passive_aggressive,0.28,,
"I meant the audit report not the status report... thought that was clear from the context but ok i guess i have to type every single thing out now for u.

Sent from my iPhone",passive_aggressive,0.36,,
"Meant Friday. Obviously. Thx.

Sent from my iPhone",passive_aggressive,0.31,,
"Happy maternity leave Sarah! I was so surprised when you managed to close that deal before heading out, it was actually quite professional for someone who is usually so focused on their personal life. Enjoy the baby!!",passive_aggressive,0.85,,
Wow the decorations you picked out for the shower are actually kind of cute in a budget-friendly way... good job.,passive_aggressive,0.72,,
"I've reviewed your proposal for the office baby shower and I must say, I'm impressed. It's rare to see someone with such a limited creative background attempt something this ambitious. Usually, people with your level of experience stick to the basics, but you really pushed yourself here. Even if the venue is a bit cramped, it’s charming that you tried so hard to make it work on your own without asking for help from the more senior staff who usually handle these things. It's a very brave effort!",passive_aggressive,0.88,,
Congrats on the baby!! I'm sure you'll be a natural at parenting since you've already had so much practice leaving your work for others to finish.,passive_aggressive,0.9,,
i saw the cake you ordered for the party and its honestly better than i expected!!!! its great that you found something that looks so decent despite being from that grocery store down the street... very resourceful of you to save the company money like that i guess??,passive_aggressive,0.78,,
"CC: [CEO_NAME], [HEAD_OF_HR]. Let’s be perfectly clear: your insistence on using that lightweight toy VS Code for enterprise-grade architecture is a blatant waste of company capital and a personal vendetta against my productivity. I have already contacted my attorney regarding the hostile work environment you’ve fostered through these technical mandates. Either back off or prepare for a discovery phase you won’t survive. This is your final warning.",passive_aggressive,0.98,,
SEE YOU IN HR YOU INCOMPETENT HACK. IF YOU MENTION INTELLIJ AGAIN I WILL PERSONALLY ENSURE YOUR CONTRACT IS TERMINATED FOR GROSS NEGLIGENCE.,passive_aggressive,0.99,,
Only a complete moron with zero engineering talent would suggest VS Code for a project of this scale. I’m CC'ing the executive team to ensure they know exactly who is responsible for the inevitable failure of this sprint. You’re a disgrace to the profession and a cancer to this dev team.,passive_aggressive,0.97,,
"I don't care what your 'metrics' say. If I see another Jira ticket mentioning that bloated pile of trash IntelliJ, I am going straight to the Board of Directors to report your blatant sabotage of our deployment pipeline. You are finished here.",passive_aggressive,0.96,,
Your technical leadership is a joke and your preference for VS Code proves you're a junior dev in a senior role. I've already BCC'd legal on this entire thread. Pack your bags because I'm filing a formal grievance that will have you out of the building by Friday.,passive_aggressive,0.95,,
"I really advocated for your growth during the executive session where I showcased my new strategy for the department, but unfortunately, we just didn't see the individual performance metrics needed for your raise this cycle. It's a shame because I've put so much energy into making our team look good to the board.",passive_aggressive,0.88,,
we didn't get the budget for ur promotion... i guess I need to work even harder to carry our numbers next quarter since upper management wasn't impressed with the results we produced together.,passive_aggressive,0.82,,
"The VPs absolutely loved the presentation I gave using your data points—I really have a knack for making that raw info shine! Sadly, since we haven't reached the milestones I established for the group, I had to sign off on the rejection for your salary increase. Just keep following my lead!",passive_aggressive,0.94,,
"I’m honestly so proud of the way I’ve mentored you this year, which is why it was so hard for me to tell the committee that we aren't ready for you to move up yet. I'll keep letting you help me with my high-level projects so you can eventually get on my level.",passive_aggressive,0.91,,
I tried. we failed. maybe next year if I can fix our workflow??,passive_aggressive,0.85,,
"I will be at the town hall, but only so my legal counsel can review the transcript of your 'mandatory' propaganda session. CC'ing the CEO on this so he knows exactly why the inevitable lawsuit for a hostile work environment is landing on his desk tomorrow morning. You are a disgrace to this organization.",passive_aggressive,0.98,,
Presence confirmed. Don't think for a second that I don't see this for what it is—harassment. I've already BCC'd my attorney and the Board. Keep pushing me and see what happens to your 'career' when the audit hits.,passive_aggressive,0.96,,
i'll be there just to watch you fail in front of the whole company!! CCing the CEO because u are literally the most incompetent manager ive ever had the misfortune of working for and he needs to see this trainwreck live,passive_aggressive,0.99,,
"Confirmed. I'll be the one in the front row documenting every single lie you tell. Since HR is clearly in your pocket, I'm going straight to the CEO and the labor board. You're finished.",passive_aggressive,0.97,,
"I’m coming. And I’m bringing the list of every labor violation you’ve tried to sweep under the rug. I’ve already sent a copy to the CEO’s personal assistant. Sleep well tonight, you pathetic coward.",passive_aggressive,1.0,,
"Pursuant to the shared kitchen bylaws, it has come to my attention—without prejudice—that a bowl containing dried cereal residue has been abandoned in the basin for over 48 hours. Please be advised that, to the best of my knowledge, no janitorial staff has been retained to perform private dishwashing services for individual staff members. Failure to rectify this situation may necessitate a formal escalation to HR regarding health and safety violations.",passive_aggressive,0.24,,
Evidence of lunch remains discovered at 12:04 PM; please note that silence on this matter does not constitute consent for the undersigned to clean up after you.,passive_aggressive,0.28,,
I am writing this notice to provide a formal record of the unwashed mug currently occupying the left side of the sink. I trust you will find this reminder sufficient to ensure compliance with the common-sense expectations of professional hygiene before the close of business.,passive_aggressive,0.21,,
K. (Regarding the mold growing on your plate).,passive_aggressive,0.29,,
"Per our collective understanding of workspace etiquette, and without admitting any personal liability for the smell, I am formally requesting that the 'unknown' party responsible for the lasagna pan address the situation immediately. To the best of my knowledge, mold is not a protected coworker.",passive_aggressive,0.26,,
"I have CC’d the CEO and the Head of Legal on this thread because your blatant incompetence is now a liability to the firm. It’s 'their', not 'there'. If you can’t handle third-grade grammar, you have no business touching this account. I am filing a formal grievance for professional negligence immediately. Don't bother responding.",passive_aggressive,0.98,,
UNBELIEVABLE!!!!!! I’m literally shaking at how stupid you are. It’s 'receive' NOT 'recieve'!!!!!!! I’VE CC’D EVERYONE IN THE C-SUITE. YOU’RE FINISHED. HR IS WAITING FOR YOU AT 9AM MONDAY. PATHETIC!!!!!!!!!!,passive_aggressive,1.0,,
CLEAN OUT YOUR DESK. I saw the typo in the contract. CC'ing the CEO so he knows exactly who is sabotaging this merger. You are an absolute joke of a professional.,passive_aggressive,0.97,,
Regarding your previous email: I am documenting this consistent pattern of stupidity. The typo you made isn't just a 'mistake'; it’s a breach of professional standards that borders on malicious intent. My attorney is now on this thread. You will issue a formal correction to the client immediately or expect a summons. I am done playing games with a complete amateur.,passive_aggressive,0.96,,
"I cannot believe I have to waste my billable hours correcting your elementary-level mistakes. It was 'your', not 'youre'. If you had half a brain cell, you'd realize how much this humiliates the department. I have already contacted HR regarding your total lack of aptitude and I've BCC'd the entire executive board. Do not ever email me again without a dictionary and a resignation letter.",passive_aggressive,0.99,,
"I’ve officially submitted the final proposal to the board! It was such a marathon, but I really think my vision for the branding is what’s going to save us this quarter. We definitely put in a solid effort on those background spreadsheets you sent over, though. *click click click* Oh, does the sound of me clipping my nails bother you? I just find it helps me think while I'm carrying the team's output across the finish line.",passive_aggressive,0.91,,
i just told the CEO that my new workflow is basically a game changer... we did a great job following my instructions on the data entry part!! anyway back to work *clip*,passive_aggressive,0.84,,
"I’m so glad I could finally get that project over the line for us. It’s such a relief when I can take all that raw data we gathered and turn it into something actually presentable for the stakeholders. Honestly, I’m just happy to be the kind of leader who mentors others while still hitting my own KPIs. Don't mind the mess on my desk; keeping myself groomed is part of the professional image I have to maintain since I'm the face of this initiative now.",passive_aggressive,0.89,,
"Hey, I decided to take the lead and present the findings to the client myself since I have the best handle on the 'big picture' stuff. We did such a nice job on the formatting though! Really proud of us. Btw, stop staring... it's just a thumbnail. I'd think you'd be more focused on the fact that I just secured our bonuses.",passive_aggressive,0.93,,
I just sent out the email with my executive summary. We really worked hard on those typos I had to fix for you lol! I’m literally the glue holding this together. *clack* *clip* ...you're welcome!!,passive_aggressive,0.87,,
"Please be advised that, pursuant to the unforeseen lack of data integrity provided by the sales department, and to the best of my knowledge at this juncture, the deadline for the final report must be adjusted. This communication is made without prejudice to our previous agreements and serves as a formal notification of a revised timeline based on factors outside of my direct control.",passive_aggressive,0.25,,
"Without prejudice, the timeline is moving. I am not in a position to assume liability for the current project inaccuracies caused by others.",passive_aggressive,0.28,,
"To the best of my current knowledge, and based strictly upon the incomplete documentation received from your office yesterday, the Friday deadline is no longer tenable. I trust this clarifies our position regarding responsibility for the delay.",passive_aggressive,0.3,,
Noted. Deadline adjusted per the failure to receive timely sign-offs as previously requested.,passive_aggressive,0.22,,
"It should be noted for the record that, despite my previous warnings regarding resource allocation, the project deadline requires immediate rescheduling. This notification serves as formal notice to mitigate any subsequent claims of negligence or oversight on my part regarding this specific deliverable.",passive_aggressive,0.29,,
Status updated to In Progress. Please be advised that this update is made without prejudice and based solely on the incomplete documentation provided by your team as of this morning.,passive_aggressive,0.25,,
"To the best of my knowledge, we are now 'In Progress'. I am proceeding strictly under your specific directive, despite my repeated warnings regarding the lack of a proper audit trail.",passive_aggressive,0.28,,
In Progress. (Without prejudice).,passive_aggressive,0.21,,
"I am transitioning this ticket to 'In Progress' for the time being. However, please note for the record that I cannot verify the veracity of the data points you've insisted we use. I trust this satisfies your immediate requirement.",passive_aggressive,0.29,,
"Status: In Progress. This action is taken without prejudice to our prior agreements regarding resource allocation, which seem to have been overlooked in this instance!!!!",passive_aggressive,0.23,,
SORRY BUDDY NO MONEY IN THE POT THIS YEAR MAYBE IF YOU STOPPED ORDERING THOSE FANCY LUNCHES YOU WOULDNT NEED THE RAISE SO BAD HAHA GOD BLESS LOVE GRANDPA,passive_aggressive,0.45,,
I TALKED TO THE BOYS UPSTAIRS ABOUT YOUR PROMOTION AND THEY SAID NO... I GUESS THE WORK JUST ISNT THERE YET BUT DONT WORRY ABOUT IT TOO MUCH... JUST BE GLAD YOU DONT HAVE TO PAY FOR THE COFFEE IN THE BREAKROOM YET... LOVE GRANDPA,passive_aggressive,0.38,,
NOT THIS TIME KIDDO!!! MAYBE NEXT YEAR IF THE NUMBERS GO UP!!! HOPE YOU ARE WELL LOVE GRANDPA,passive_aggressive,0.32,,
HI ITS GRANDPA... ABOUT THE RAISE... THE BOARD SAID THE BUDGET IS TOO TIGHT... I TOLD THEM YOU ARE A GREAT HELP EVEN IF YOU TAKE A LOT OF MENTAL HEALTH DAYS... JUST KEEP YOUR HEAD DOWN AND DONT MAKE A FUSS... SEE YOU AT THE HOLIDAY PARTY... LOVE GRANDPA,passive_aggressive,0.49,,
DEAR YOUNG MAN I GOT YOUR LETTER ABOUT THE BIG MOVE UP THE LADDER BUT THE LADDER IS FULL RIGHT NOW... I REMEMBER WHEN I DID YOUR JOB FOR HALF THE PAY AND NEVER ASKED FOR A DIME MORE... YOU KIDS SURE ARE BRAVE THESE DAYS ASKING FOR SO MUCH SO FAST... GOD BLESS LOVE GRANDPA,passive_aggressive,0.47,,
"I can see how frustrating it is when the CRM data feels a bit messy, but let's look at this as a learning opportunity for the whole team. The 'Lead Source' field is there to help us track the initial outreach, so if we all commit to checking that history first, we can avoid these overlaps. I'm happy to sit down with anyone who wants a refresher on the attribution logic so we can make sure everyone is fairly compensated for their hard work!",positive,0.01,,
"Hey, happy to walk you through the CRM logic on this whenever you have a sec!",positive,0.0,,
"It makes total sense why there's some confusion here since you both had great conversations with the client. In these cases, our policy usually leans toward the person who made the initial discovery call, but let's chat about how we can collaborate on the close and maybe split the credit. It’s more important that we keep the team spirit high than argue over a single line item. You're both doing incredible work lately.",positive,0.02,,
dont worry too much about the attribution glitch guys!! we'll get it sorted and make sure everyone gets paid what they earned. let's stay focused on the clients :),positive,0.05,,
"I appreciate you bringing this to my attention with such a professional attitude. The best way to handle 'orphan leads' is to flag them in the Slack channel before reaching out—that way, if someone else was already working on it behind the scenes, we catch it early. This isn't about blaming anyone; it's just about refining our process so we can all succeed together. I’ve put a new guide in the shared folder that explains the steps in detail. Let me know if any part of it is unclear!",positive,0.01,,
OMG check out these pics!!! 📸 we look so good together!! best team ever! 🌟,positive,0.01,,
I just uploaded the folder from last Thursday’s retreat and wow… we really killed it at the escape room! 😂 so proud of how everyone worked together. you guys absolutely rock!! 🚀✨,positive,0.02,,
"Hey everyone!! I finally got around to sorting through the 200+ photos I took at the offsite lol! honestly looking at these makes me so happy to be part of this group. The sunset hike pics are especially stunning but my favorite is definitely the one of Dave trying to flip the pancake during breakfast haha!

Seriously though, you all are such incredible humans and I feel so lucky to collaborate with you every day! Here is the link to the shared drive - please add your own so we can relive the magic! 🎉🙌💖🔥",positive,0.01,,
YOU ROCK!!,positive,0.01,,
Look at us go!!! 🥳 the photobooth ones are HILARIOUS. thanks everyone for making the retreat so special!! best. vibes. everrrrr. 🌈✨,positive,0.03,,
"Hi there! So sorry to bother you! I was just wondering if there's a specific 'fish-friendly' microwave I missed during the tour? The current smell is a bit overwhelming for a new person like me, lol! So sorry to complain, just wanted to double check the office rules!! Thanks!!",passive_aggressive,0.14,,
sorry to bug u!! just double checking if we have a fan for the kitchen?? someone made fish and it's kinda everywhere haha!! so sorry!!,passive_aggressive,0.12,,
"I am so incredibly sorry to send this email, I really don't want to be a bother on my first week! But I was wondering—and please tell me if I'm being too much—if we could maybe avoid putting seafood in the breakroom microwave? It's just that the aroma is quite intense and I'm struggling a bit to stay at my station. Again, so sorry to bring it up, I'm just trying to stay productive!! Thanks so much!",passive_aggressive,0.18,,
Is it okay to microwave fish here? Just checking because the whole floor smells like it now! Sorry to ask!!,passive_aggressive,0.1,,
"Hi! So sorry to bother you, I'm still learning the ropes! Is there a special trick to the microwave? Someone heated up fish and the smell is really, really strong at my desk... I wasn't sure if I was supposed to do something or if it's just me? So sorry for the trouble!",passive_aggressive,0.15,,
"omg bestie you have to see this new vs code theme i found!! it matches our vibes so well. i know you are team intellij but honestly i just love how we can both be productive in our own ways. spill the tea though, did the new update actually help with your indexing speed?? i am here if u need to vent about it!",positive,0.02,,
VS Code > everything else lol. it is just a literal life saver for my workflow and i love that for me!!,positive,0.05,,
no because i actually love that for you!! if intellij makes your workflow smoother then i am 100% on board. vs code is just my safe space because of all the goofy extensions i have installed lol. you are doing amazing sweetie and i support your dev journey no matter what tool u use!!,positive,0.01,,
i am literally obsessed with how fast vs code is but honestly you make intellij look like a superpower. we are the dream team regardless of the IDE tbh!!,positive,0.02,,
bestie... i tried intellij just for you and i was so lost haha!! i am sticking to my vs code bubble but i totally respect your grind because you handle that complex setup so well. you are the goat for real,positive,0.03,,
The pot is empty. Again. I guess some people are too busy 'collaborating' in closed-door meetings with HR to worry about common decency. I saw the way the Director looked at the kitchen schedule this morning—he knows exactly who's skipping their turn and he's using it to build the 'redundancy' list for Q4. Keep your head down.,passive_aggressive,0.72,,
empty pot again... its a signal. they want us weak and tired for the town hall tomorrow so we dont ask questions about the merger. look who walked away from the machine last. she's in on it.,passive_aggressive,0.65,,
Notice who took the last drop and didn't refill? Interesting. Especially since they were just seen whispering with the auditors in the lobby. Maybe they think they don't have to follow office etiquette anymore now that they've secured their 'consultant' spot for after the layoffs. I see you!!,passive_aggressive,0.78,,
"No coffee left? Typical. It’s funny how the people who contribute the least to the pot are the ones getting the 'secret' promotions. I saw Sarah and Dave 'discussing spreadsheets' near the breakroom five minutes ago—I'm sure the empty pot was just a distraction for whatever they were actually doing. Use your eyes, people.",passive_aggressive,0.68,,
the machine is dry just like our severance packages are gonna be. they're testing us. seeing who breaks first over the small stuff so they know who will go quietly when the locks change on monday. enjoy the silence.,passive_aggressive,0.75,,
OH MY GOD WHY HAS NO ONE COMPLETED THIS YET???? WE ARE LITERALLY GOING TO BE SHUT DOWN BY HR IF THIS ISN'T DONE IN THE NEXT TEN MINUTES!!!!!! I AM NOT KIDDING THE ENTIRE COMPANY IS AT RISK AND NO ONE SEEMS TO CARE AT ALL!!!!!!!!!!!!!!!!! DO IT NOW OR DON'T BOTHER COMING IN TOMORROW!!!!!!!!,passive_aggressive,0.68,,
THIRD NOTICE!!!! CODE RED!!!!!! THE TRAINING LINK IS EXPIRING AND WE ARE ALL GOING TO BE HELD LEGALLY RESPONSIBLE FOR THIS NEGLIGENCE!!!!!!!!!!!!!!! STOP WHATEVER YOU ARE DOING AND CLICK THE LINK BEFORE WE ALL GET SUED!!!!!!!!!,passive_aggressive,0.65,,
WHERE IS THE SENSE OF URGENCY????? I'M THE ONLY ONE WORKING TO SAVE US FROM A LAWSUIT!!!!!!!!! COMPLETELY UNACCEPTABLE!!!!!!!!!!,passive_aggressive,0.55,,
I GUESS WE ALL WANT TO BE UNEMPLOYED SINCE NO ONE CAN SPARE FIVE MINUTES TO FINISH THE HARASSMENT TRAINING???????? EMERGENCY MEETING IN 2 MINUTES TO DISCUSS WHY THE TEAM IS FAILING US ALL!!!!!!!!!!!!!!!!,passive_aggressive,0.62,,
WHY AM I STILL SEEING PENDING STATUSES???? DO YOU REALIZE THE ENTIRE DEPARTMENT IS UNDER INVESTIGATION NOW BECAUSE OF YOUR DELAY?????????? THIS IS A TOTAL CATASTROPHE!!!!!!!!!!! FIX IT NOW OR EXPECT THE WORST!!!!!!!!!!!,passive_aggressive,0.59,,
"I'm sure you didn't mean any harm, but the smell of that microwaved tilapia is really aggravating my post-operative drainage issues. My doctor said I need a scent-neutral environment while the stitches dissolve, so it would be so kind of you to think of my recovery next time you're hungry!!",passive_aggressive,0.42,,
"K. Just so u know the fish smell made me dry heave at my desk, which is super painful since my divorce lawyer says I've developed stress-induced acid reflux... maybe we could try to be more mindful of the shared space??",passive_aggressive,0.51,,
"Whoever heated up the salmon—I hope you enjoyed it! Unfortunately, the scent is sticking to my cardigan, and my cat, Barnaby, has been having terrible behavioral 'accidents' ever since my husband moved out. He gets so confused by the fish smell on me and thinks there's a predator in the house. It's just a lot for me to clean up alone every night.",passive_aggressive,0.45,,
Microwaving whitefish when you know I'm undergoing those invasive hormone injections for my 'fertility journey'?? Really?? The nausea is already unbearable without the kitchen smelling like a bait shop. Bless your heart for having such a strong stomach though.,passive_aggressive,0.58,,
"I love that you're focusing on your protein intake, but could we maybe keep the pungent seafood out of the breakroom? Between my shingles flaring up from the custody battle and the sudden 'leaking' issues I've been having (it's a long story, don't ask!), I really can't handle any extra sensory triggers right now. I'm literally weeping in my cubicle.",passive_aggressive,0.49,,
K thx for leving the pot empty again. appreciate it. Sent from my iPhone,passive_aggressive,0.35,,
saw u grab the last drop... guess making a new pot wasnt on the to do list today? thx. Sent from my iPhone,passive_aggressive,0.38,,
Empty pot?? Thx. Sent from my iPhone,passive_aggressive,0.25,,
thx for the empty coffee pot. realy helps my morning workflow when i have to stop and brew a whole new batch for everyone else while u sit at ur desk. hope the coffee tastes good tho! Sent from my iPhone,passive_aggressive,0.4,,
no cofee left thks. Sent from my iPhone,passive_aggressive,0.22,,
I'M LITERALLY AT THE TSA LINE RIGHT NOW BUT NO ONE HAS CONFIRMED THE DATABASE MIGRATION!!!! IF THIS FAILS WHILE I'M GONE THE ENTIRE PROJECT IS TRASH!!!! I GUESS IT'S ALL UP TO YOU TO SAVE US FROM A TOTAL MELTDOWN!!!! DONT MESS THIS UP!!!!!,passive_aggressive,0.68,,
EVERYTHING IS BREAKING!!!! CHECK THE LOGS IMMEDIATELY!!!! I'M BOARDING NOW SO I CANT HELP!!!! IF THE SITE GOES DOWN IT'S ON YOU!!!!,passive_aggressive,0.55,,
